,local_AA,local_CA,global_AA,global_CA,blosum_dist
0,1.545,0.662,1.677,0.807,-38.03910001730775
0,3.028,1.665,3.598,2.080,-28.529325012980813
0,2.240,1.374,2.725,1.677,-22.0
0,2.737,0.273,2.840,1.037,-46.43856189774724
0,5.424,4.007,9.866,7.733,-89.83535750584333
0,6.044,3.271,6.950,4.742,-58.64361252668278
0,4.487,2.211,5.598,3.323,-25.0
0,2.206,0.705,2.462,1.546,-16.0
0,0.977,0.400,1.237,1.099,-32.0
0,4.809,2.999,5.614,4.253,-68.0
0,1.991,1.647,2.497,2.058,-74.30169903639559
0,5.583,3.267,7.260,5.200,-58.64361252668278
0,3.507,1.387,4.572,2.201,-31.699250014423125
0,4.216,3.086,5.002,4.532,-85.9113395108324
0,4.446,2.925,6.633,6.075,-117.0
0,2.125,1.226,2.880,1.595,-16.0
0,1.074,0.228,1.192,0.270,6.0
0,0.927,0.401,1.152,0.910,-33.0
0,5.360,3.479,6.159,4.595,-37.0
0,1.026,0.269,1.163,0.515,-8.0
0,1.894,0.305,2.129,0.405,5.614709844115208
0,2.250,1.883,3.689,3.521,-51.082418087521965
0,3.995,2.653,5.096,4.065,-82.718800023077
0,2.096,1.145,2.713,1.313,-36.45413751658659
0,7.616,6.388,12.966,12.176,-88.0
0,3.000,1.533,3.741,2.930,-19.0
0,3.188,2.399,3.631,2.916,-78.94555522617031
0,5.252,2.666,7.114,5.904,-53.88872502451932
0,6.108,3.700,9.461,7.811,-55.47368752524047
0,3.821,2.198,6.059,4.785,-64.56916320732489
0,2.372,1.365,3.453,2.589,0.0
0,2.066,1.438,2.426,1.663,6.0
0,4.488,3.051,5.107,4.469,-36.0
0,2.831,2.542,3.327,3.180,-56.86917501586544
0,3.286,1.554,4.071,3.711,-24.0
0,2.970,1.279,5.001,3.160,-60.22857502740394
0,1.447,0.061,2.359,1.136,-5.0
0,5.133,2.925,5.992,4.035,-44.0
0,1.302,0.473,1.416,0.760,1.5849625007211563
0,3.905,1.632,5.937,2.985,-36.45413751658659
0,1.345,0.631,1.702,1.284,0.0
0,3.689,3.669,4.932,5.109,-56.86917501586544
0,1.058,0.197,1.144,0.491,1.0
0,3.664,2.520,4.800,3.243,-106.67948703818895
0,7.763,5.590,9.871,7.466,-80.0
0,5.295,3.077,7.860,7.224,-138.3772647454919
0,5.418,3.315,6.832,4.464,-84.22064766172812
0,3.520,2.317,4.152,3.368,-53.40434618240933
0,1.603,0.672,1.744,0.792,-14.0
0,2.455,1.562,2.986,1.932,-58.0
0,4.479,3.127,6.410,6.050,-64.0
0,2.466,0.796,4.012,3.107,0.0
0,5.519,4.084,7.464,7.542,-96.79398751947123
0,1.879,0.749,2.167,0.988,-4.0
0,0.655,0.194,0.682,0.294,10.339850002884624
0,4.766,3.329,9.792,9.225,-36.45413751658659
0,2.567,1.597,3.195,1.985,-58.0
0,4.659,3.025,6.771,5.282,-60.0
0,4.848,2.404,10.076,7.280,-87.8887250245193
0,2.559,1.596,2.970,2.587,-85.9113395108324
0,0.663,0.279,1.127,0.831,-6.0
0,3.174,1.953,5.141,3.585,-30.0
0,4.237,3.257,6.687,6.067,-36.0
0,4.318,2.665,4.614,3.201,-78.94555522617031
0,1.133,0.461,1.460,0.820,3.0
0,2.516,1.028,2.850,1.525,-38.0
0,5.768,3.797,16.980,16.576,-78.0
0,2.626,0.939,3.204,1.404,2.0
0,2.607,1.629,3.753,2.824,-24.0
0,0.966,0.155,1.019,0.306,6.965784284662087
0,8.205,7.324,12.478,11.988,-63.39850002884625
0,4.777,3.967,6.274,5.483,-87.8887250245193
0,2.432,0.787,2.907,1.412,-31.0
0,2.120,1.212,2.566,1.488,-25.3594000115385
0,4.438,1.679,4.894,3.189,-87.8887250245193
0,3.262,2.141,4.029,3.320,-6.0
0,5.232,4.464,6.359,6.380,-47.548875021634686
0,3.636,2.859,4.628,4.529,-76.62362713128296
0,2.045,0.694,2.209,1.247,-62.0
0,1.965,1.183,2.560,2.087,-12.0
0,1.527,1.007,1.843,1.491,-84.0
0,1.608,0.224,1.852,0.662,-10.339850002884624
0,4.801,2.242,5.443,2.735,-49.13383752235585
0,2.557,0.895,2.937,1.474,-28.529325012980813
0,1.400,0.748,1.648,0.935,-45.96391252091353
0,4.962,2.702,5.580,3.822,-22.0
0,2.806,1.825,4.126,3.843,-20.60451250937503
0,0.982,0.224,1.156,0.505,0.0
0,1.183,0.455,1.337,0.935,-56.14709844115208
0,2.731,0.717,3.307,1.341,-14.0
0,4.926,3.139,6.779,4.307,-66.0
0,1.855,0.522,3.128,2.194,-74.30169903639559
0,4.896,2.876,6.931,5.151,-40.0
0,2.765,1.601,3.346,1.963,-48.0
0,4.788,3.126,6.315,4.047,-66.0
0,4.172,3.582,5.766,5.316,-62.0
0,4.361,2.572,5.730,4.255,-34.0
0,5.462,3.618,6.552,5.101,-58.64361252668278
0,5.123,3.087,6.759,5.006,-54.0
0,2.622,0.540,4.077,1.548,-48.0
0,4.724,2.584,6.352,4.355,-37.0
0,1.975,0.936,3.017,2.232,-22.0
0,2.318,1.284,2.932,1.724,-71.97977094150822
0,5.138,3.013,6.545,4.752,-69.79398751947122
0,2.188,1.462,2.338,1.945,-52.303762523798156
0,1.399,0.331,1.581,0.745,2.0
0,3.759,2.496,5.238,4.153,-12.0
0,0.658,0.232,1.113,0.570,-6.0
0,3.746,2.243,5.208,3.500,-50.718800023077
0,1.109,0.316,1.838,1.110,-33.0
0,2.442,1.912,3.419,3.582,-34.0
0,1.480,0.367,1.664,0.723,-2.0
0,4.108,2.545,4.761,3.598,-74.96391252091352
0,4.434,2.548,8.076,6.341,-90.55519570060713
0,3.152,1.519,5.495,4.277,-22.18947501009619
0,1.126,0.173,1.291,0.481,6.0
0,2.075,0.475,2.872,1.374,-5.0
0,3.686,2.932,3.999,3.631,-26.0
0,4.362,2.884,6.035,5.971,-127.99896988958001
0,2.929,2.163,3.968,3.794,-62.69205856195878
0,2.174,1.044,2.834,2.114,-44.0
0,4.292,2.290,9.042,9.330,-101.06477719407376
0,3.423,2.651,4.045,3.268,-102.97977094150824
0,7.636,6.108,12.399,11.983,-63.39850002884625
0,1.983,0.646,3.293,2.060,-44.0
0,0.776,0.129,1.012,0.614,6.0
0,0.965,0.232,1.035,0.527,2.584962500721156
0,3.108,0.654,4.369,1.523,-26.0
0,1.298,0.420,1.474,0.736,-33.0
0,5.473,5.169,7.120,7.813,-57.058650025961626
0,6.396,5.047,10.653,10.015,-63.39850002884625
0,4.857,2.658,8.524,8.922,-85.9113395108324
0,3.191,2.261,3.899,3.242,8.0
0,2.285,1.045,2.755,1.594,-19.0
0,3.274,1.309,5.879,4.150,-60.22857502740394
0,5.568,3.332,7.009,4.460,-28.0
0,1.624,0.759,3.802,3.683,-12.92481250360578
0,7.641,5.977,12.437,12.313,-63.39850002884625
0,1.110,0.336,1.675,0.882,0.0
0,1.309,0.224,1.448,0.436,-5.0
0,3.546,1.729,4.110,2.542,-69.65784284662087
0,2.350,1.723,1.821,1.099,
0,4.331,2.299,4.654,2.972,-69.0
0,5.157,3.685,5.849,5.186,-28.529325012980813
0,1.852,0.892,3.021,2.214,-37.0
0,3.892,2.400,5.065,3.997,-26.0
0,1.111,0.238,1.381,0.762,-58.64361252668278
0,3.374,0.823,4.595,2.397,-32.0
0,4.829,3.333,5.508,5.226,-49.13383752235585
0,2.307,1.533,2.584,2.055,-48.0
0,4.548,2.913,6.659,5.733,-50.718800023077
0,1.538,0.393,1.911,1.078,-2.0
0,4.319,2.297,4.992,3.214,-33.0
0,4.231,3.502,5.591,5.731,-87.02800258378574
0,1.313,1.034,1.379,1.291,-16.253496664211536
0,1.997,1.051,2.811,2.266,-44.0
0,1.860,0.953,2.848,1.719,-37.0
0,5.160,2.254,5.517,3.120,-54.0
0,5.085,3.818,8.114,8.362,-43.0
0,4.748,2.882,5.170,3.692,-51.082418087521965
0,0.637,0.112,0.763,0.508,7.924812503605781
0,5.939,4.186,9.355,8.881,-80.0
0,0.735,0.288,1.443,1.014,-5.614709844115208
0,,,,,-4.754887502163469
0,2.764,2.057,3.630,3.289,22.844129532345622
0,5.345,2.447,5.866,4.352,-6.0
0,1.496,0.497,2.118,1.055,-15.0
0,3.428,1.813,4.433,3.271,-46.43856189774724
0,3.030,1.870,4.143,2.722,-80.13383752235583
0,0.855,0.380,0.936,0.577,-2.0
0,0.998,0.333,1.467,0.822,6.0
0,8.983,7.481,18.223,17.476,-87.0
0,0.742,0.160,0.816,0.345,0.0
0,5.161,4.319,9.644,8.674,-40.0
0,5.127,4.310,7.057,6.477,-67.3765181293825
0,6.499,3.455,8.666,5.231,-25.0
0,2.659,1.598,2.720,1.821,-12.67970000576925
0,4.683,4.010,6.791,6.868,-64.9834625295674
0,2.190,0.867,2.960,1.580,-49.11428751370197
0,,,,,-17.0
0,5.260,4.101,10.248,8.212,-85.11011351724513
0,0.546,0.045,0.898,0.873,2.0
0,3.177,1.141,4.330,2.324,-11.0
0,4.669,2.906,5.655,4.290,-21.0
0,1.656,0.570,2.588,1.784,-18.0
0,4.448,3.686,7.904,6.826,-87.8887250245193
0,2.976,0.965,5.676,3.665,-3.1699250014423126
0,2.810,2.345,3.412,2.916,-33.28421251514428
0,0.825,0.352,1.059,0.645,6.0
0,2.205,0.970,2.628,1.808,-24.0
0,6.910,4.041,10.083,7.506,-84.0
0,4.258,1.788,5.706,3.949,-30.0
0,3.054,2.119,4.940,4.541,-31.699250014423125
0,1.490,0.657,1.726,1.064,-28.0
0,2.980,1.692,3.461,2.831,-11.094737505048094
0,4.314,2.345,5.343,3.419,-37.150849518197795
0,4.843,2.529,7.189,5.779,-90.47368752524046
0,9.252,8.022,17.377,17.160,-64.9834625295674
0,4.938,2.321,5.439,3.597,-50.718800023077
0,3.392,2.431,4.338,3.925,-70.1838730514401
0,2.710,1.439,3.022,1.921,-109.48684196024657
0,2.802,1.826,4.667,3.907,-20.60451250937503
0,1.424,0.797,2.142,2.031,-68.0
0,1.137,0.619,1.251,0.735,-60.94436251225966
0,2.343,0.939,2.676,1.475,3.0
0,1.050,0.204,1.089,0.332,-16.0
0,5.071,3.032,9.225,8.724,-84.0
0,0.355,0.182,0.442,0.256,3.1699250014423126
0,3.666,1.835,5.577,3.925,-65.01398665684614
0,2.334,1.367,2.771,2.180,-45.96391252091353
0,3.820,1.777,5.827,5.342,-53.88872502451932
0,3.530,1.680,5.210,3.449,-24.0
0,3.160,2.761,4.207,4.328,-33.0
0,1.932,0.090,2.535,0.715,5.0
0,4.805,3.084,7.792,5.855,-37.0
0,3.845,2.024,5.008,2.979,-26.94436251225966
0,5.753,3.852,7.003,6.682,-36.45413751658659
0,2.365,1.427,2.809,2.032,3.1699250014423126
0,3.974,1.816,4.813,2.735,-19.019550008653876
0,3.846,2.675,4.271,3.236,-98.2676750447117
0,3.991,2.628,6.712,5.078,-46.0
0,4.047,1.261,4.491,2.079,-90.55519570060713
0,3.697,2.341,4.146,2.928,-74.0
0,3.603,2.000,4.012,2.350,-28.529325012980813
0,2.935,2.085,3.155,2.598,-62.0
0,2.954,2.269,3.191,2.792,8.0
0,2.345,1.404,2.367,1.448,-30.0
0,4.348,3.237,5.895,4.991,-50.0
0,1.237,0.297,1.522,0.835,4.0
0,1.650,1.815,2.029,2.522,-2.0
0,6.268,3.385,6.842,4.348,-25.3594000115385
0,3.286,2.658,3.962,3.773,-22.0
0,4.164,2.341,4.620,3.329,-87.8887250245193
0,1.108,0.504,1.386,1.161,-25.541209043760983
0,2.483,0.643,3.884,1.481,-48.0
0,5.047,2.976,6.596,3.919,-102.97977094150824
0,2.121,1.155,3.161,1.895,-38.0
0,0.808,0.425,1.244,0.848,-43.18506523353572
0,4.367,1.968,4.793,3.344,-74.0
0,0.896,0.736,1.049,1.132,8.0
0,3.431,1.265,3.784,2.256,-30.11428751370197
0,4.101,2.247,4.757,2.895,-48.0
0,3.993,1.501,4.445,2.829,-19.0
0,5.374,3.002,7.857,5.933,-50.0
0,1.193,0.378,1.217,0.526,-16.0
0,5.402,2.947,6.025,4.701,-64.56916320732489
0,8.070,6.631,13.522,12.160,-88.0
0,3.202,1.971,4.030,3.308,-67.20902501875005
0,7.654,5.608,10.611,8.133,-80.0
0,3.823,2.064,4.140,3.242,-36.0
0,2.193,0.867,3.307,2.502,-5.0
0,1.286,0.394,2.642,2.314,7.0
0,4.061,1.762,4.914,2.103,-23.0
0,6.007,3.934,12.167,11.709,-141.8366963641292
0,2.735,2.400,3.327,3.122,-38.03910001730775
0,2.729,1.483,7.567,7.965,-24.0
0,1.180,0.398,1.226,0.559,-15.849625007211563
0,1.645,1.186,2.509,2.344,-28.529325012980813
0,2.025,1.409,2.245,1.740,-71.97977094150822
0,0.793,0.323,1.044,0.979,-46.0
0,3.742,1.657,3.922,2.138,-24.0
0,2.343,1.049,2.899,2.408,-42.0
0,2.500,1.763,2.660,2.057,-19.0
0,2.187,0.822,2.499,1.505,-24.0
0,5.879,4.039,8.922,8.869,-27.0
0,6.729,4.633,9.669,7.982,-40.0
0,0.926,0.454,2.709,3.021,-15.0
0,4.317,2.604,9.849,8.278,-81.41329273967052
0,5.313,3.299,5.811,4.264,-44.11663380285988
0,5.143,3.756,6.914,7.028,-84.0
0,3.558,2.421,3.836,2.949,-50.718800023077
0,1.112,0.589,1.249,0.908,-4.754887502163469
0,2.330,0.622,2.987,1.356,-14.0
0,4.445,2.440,7.798,6.147,-53.88872502451932
0,4.434,3.029,5.067,4.589,-58.64361252668278
0,2.306,1.264,2.844,1.982,-50.718800023077
0,2.996,2.467,3.583,3.102,-36.45413751658659
0,2.940,1.935,5.493,4.173,-18.0
0,4.068,2.356,4.740,3.289,-81.41329273967052
0,5.432,3.565,8.988,8.040,-23.0
0,4.005,1.862,4.355,2.526,-98.2676750447117
0,2.948,2.394,4.684,4.856,-24.0
0,5.314,2.892,8.692,8.982,-69.65784284662087
0,2.021,1.653,3.377,3.209,-31.0
0,1.135,0.506,1.563,1.239,-12.965784284662089
0,3.597,3.109,4.501,4.579,-63.39850002884625
0,5.302,3.929,7.916,8.277,-131.45840150821732
0,2.370,1.293,3.164,2.049,-50.718800023077
0,2.485,1.242,3.151,2.416,-16.0
0,5.888,2.871,7.282,3.296,-39.62406251802891
0,4.723,2.377,5.353,3.645,-54.0
0,2.511,1.018,2.650,1.219,-34.86917501586544
0,4.335,2.678,5.559,4.396,-49.13383752235585
0,3.217,1.581,3.375,2.273,6.339850002884625
0,3.926,1.989,4.886,3.673,-20.0
0,2.827,1.852,3.069,2.371,-33.0
0,1.991,0.424,2.466,0.729,-31.699250014423125
0,0.922,0.426,1.208,0.781,1.5849625007211563
0,2.343,0.758,2.539,1.397,8.0
0,2.605,1.861,2.992,2.653,-17.0
0,4.029,2.534,4.474,3.047,-37.0
0,2.425,0.980,3.155,1.879,-42.0
0,1.390,0.591,1.443,0.727,-13.0
0,7.870,6.548,10.691,9.599,-75.0
0,2.422,1.547,3.061,2.122,-53.88872502451932
0,7.023,4.831,13.916,13.569,-105.9834625295674
0,3.217,1.995,4.275,4.077,-34.0
0,4.137,2.396,4.433,2.528,-28.529325012980813
0,2.384,1.291,3.990,2.397,-60.22857502740394
0,5.589,2.986,9.336,6.783,-38.03910001730775
0,4.978,3.147,6.882,5.252,-81.26748332105768
0,6.111,4.052,10.656,10.498,-63.39850002884625
0,5.109,4.207,6.416,5.704,-53.88872502451932
0,5.710,4.448,7.496,6.755,-67.3765181293825
0,1.416,0.745,1.475,0.871,-38.03910001730775
0,5.592,3.391,6.631,4.376,-56.86917501586544
0,1.456,0.661,1.515,0.794,-36.0
0,4.741,1.708,7.646,4.041,-32.0
0,4.979,3.092,5.825,5.239,-95.45006734995854
0,4.244,2.272,5.591,3.485,-87.8887250245193
0,0.912,0.222,1.016,0.389,-21.0
0,3.455,1.877,3.511,2.143,-54.0
0,0.957,0.337,1.382,0.809,-5.614709844115208
0,2.494,1.139,3.374,2.004,-60.22857502740394
0,0.965,0.171,1.048,0.333,-10.0
0,5.719,4.396,7.448,6.560,-67.3765181293825
0,3.256,1.811,3.900,2.625,-23.774437510817343
0,3.740,3.148,5.971,4.264,-42.79398751947122
0,0.771,0.352,0.858,0.629,16.609640474436812
0,3.063,1.888,3.871,2.524,-58.95445336320969
0,3.203,1.711,4.879,3.806,-7.0
0,4.925,2.762,10.197,10.517,-60.0
0,1.260,0.889,1.574,1.417,-31.0
0,2.684,2.094,3.172,2.929,-47.548875021634686
0,3.848,2.100,4.043,2.153,-37.0
0,4.808,2.655,7.497,6.092,-98.25742227201614
0,5.115,2.886,6.285,4.462,-84.22064766172812
0,2.368,1.364,3.366,2.451,-22.0
0,2.106,1.539,3.804,3.321,3.8073549220576037
0,1.633,1.061,1.919,1.614,-74.30169903639559
0,3.722,2.449,4.735,4.563,-62.039100017307746
0,1.847,0.440,2.183,1.017,-67.3359147517335
0,4.660,3.060,5.817,4.512,-69.79398751947122
0,2.910,2.027,4.062,3.633,-64.56916320732489
0,3.663,1.602,4.347,2.163,-76.62362713128296
0,6.394,3.698,7.348,5.950,-59.45413751658659
0,2.347,1.549,3.058,2.198,-53.88872502451932
0,5.397,3.924,7.770,7.114,-118.41407098051495
0,4.670,3.448,5.908,5.340,-88.23326760571976
0,2.100,1.589,3.582,2.729,-14.0
0,5.035,4.342,7.369,6.986,-26.0
0,3.295,2.173,3.761,2.988,-80.0
0,2.313,0.926,3.334,2.515,-19.0
0,6.069,3.407,6.388,5.417,-40.0
0,3.251,1.941,4.647,2.976,-87.02800258378574
0,2.310,1.103,4.135,2.988,-24.0
0,1.493,0.772,1.643,1.074,-23.774437510817343
0,0.770,0.139,0.799,0.191,6.0
0,4.457,3.787,6.407,6.334,-64.9834625295674
0,1.310,0.993,2.911,2.602,-40.0
0,5.347,3.317,7.439,5.989,-81.41329273967052
0,5.890,4.389,12.526,12.282,-95.45006734995854
0,2.712,1.561,3.164,2.313,-11.0
0,1.459,0.662,2.618,2.262,-32.0
0,1.356,0.417,1.448,0.548,-18.0
0,4.542,2.504,5.899,5.050,-72.0
0,0.511,0.200,0.804,0.677,7.924812503605781
0,3.479,1.395,4.609,2.845,-37.150849518197795
0,2.611,1.857,2.869,2.831,-34.0
0,2.796,1.354,4.001,2.742,-67.20902501875005
0,2.986,1.710,4.146,3.643,-56.0
0,1.855,0.690,2.678,2.060,-58.64361252668278
0,2.831,2.007,3.885,3.676,-20.60451250937503
0,4.344,2.514,7.299,5.338,-117.0
0,3.806,2.324,5.318,3.161,-33.28421251514428
0,5.358,3.003,6.199,3.985,-22.0
0,6.564,4.188,10.714,8.918,-92.87712379549448
0,3.008,1.248,3.702,2.600,-60.0
0,3.886,2.129,5.663,4.257,-59.45413751658659
0,2.661,0.891,3.844,2.625,-60.0
0,2.516,1.311,2.848,1.735,-33.28421251514428
0,5.129,2.446,6.537,4.951,-71.97977094150822
0,4.042,2.558,6.658,5.635,-30.0
0,2.517,2.118,3.523,3.742,-22.0
0,2.726,1.578,3.085,1.905,-20.60451250937503
0,1.242,0.397,1.389,0.945,-21.0
0,2.094,0.923,3.145,2.732,-42.0
0,4.635,3.560,6.607,6.261,-99.0
0,2.407,2.407,4.987,4.999,-59.45413751658659
0,2.254,1.153,2.818,1.739,-23.0
0,3.930,2.154,4.959,3.468,-63.39850002884625
0,2.798,2.051,9.030,7.935,0.0
0,3.499,2.541,4.108,3.563,-64.9834625295674
0,4.206,2.655,5.323,4.069,-31.0
0,2.532,1.746,3.441,3.280,-99.65784284662088
0,5.266,2.435,6.452,3.786,-44.37895002019238
0,1.694,0.051,3.301,2.518,6.0
0,3.497,2.022,3.729,2.283,-95.64361252668277
0,3.076,1.726,5.320,3.533,-17.43458750793272
0,3.191,1.910,3.722,2.284,-31.0
0,1.842,1.012,3.696,2.736,-30.0
0,0.737,0.297,0.897,0.608,-11.60964047443681
0,0.899,0.394,1.128,0.730,-19.651484454403228
0,2.847,1.613,4.401,2.880,-14.0
0,1.563,0.828,1.783,1.079,-30.0
0,4.162,1.683,4.566,1.959,-3.0
0,3.314,2.303,4.966,4.968,-20.0
0,6.555,4.408,9.667,8.936,-139.52097998526924
0,4.413,2.848,7.073,6.619,-41.0
0,5.297,4.048,8.872,7.588,-60.22857502740394
0,3.767,2.424,4.023,2.914,-44.37895002019238
0,1.633,0.494,1.951,0.796,-18.0
0,0.655,0.357,0.841,0.659,-12.0
0,6.189,4.138,12.834,10.940,-60.22857502740394
0,3.096,3.096,5.927,5.925,-71.97977094150822
0,6.309,4.326,10.093,8.443,-58.0
0,0.993,0.488,1.184,0.655,-42.0
0,3.756,2.249,4.169,2.700,-90.0
0,2.114,0.906,2.334,1.325,-95.45006734995854
0,0.881,0.381,1.080,0.665,-11.60964047443681
0,1.864,0.523,1.989,1.126,-61.76180828526729
0,5.027,3.214,6.153,5.283,-35.0
0,1.799,0.713,2.183,1.421,-34.86917501586544
0,4.572,2.953,5.531,4.599,-68.0
0,3.391,1.698,5.397,4.492,-21.0
0,5.187,3.202,7.605,6.543,-64.0
0,2.304,1.267,2.825,2.144,-34.0
0,4.571,2.811,6.905,6.124,-95.19905189038185
0,3.023,1.355,7.095,6.379,-95.64361252668277
0,4.310,2.771,5.949,5.205,-102.0
0,4.560,3.127,6.563,4.871,-66.0
0,2.461,1.624,3.113,2.217,-53.88872502451932
0,0.659,0.282,0.922,0.648,16.609640474436812
0,4.439,2.873,6.033,4.672,-74.96391252091352
0,1.830,0.982,3.046,2.175,-79.72627427729671
0,1.967,1.561,2.279,1.941,-58.0
0,3.809,2.500,4.119,3.426,-95.45006734995854
0,1.767,0.996,2.023,1.649,-74.30169903639559
0,2.687,2.233,2.788,3.227,-39.0
0,2.891,1.340,5.512,3.986,-60.22857502740394
0,3.776,2.593,4.151,3.399,-29.0
0,3.676,1.971,4.486,2.743,-58.64361252668278
0,2.158,0.448,2.335,1.140,-23.0
0,4.758,3.691,5.636,5.659,-69.65784284662087
0,3.444,2.222,4.094,3.384,-47.548875021634686
0,2.432,1.596,2.663,2.232,-81.26748332105768
0,1.275,0.382,1.383,0.642,-61.76180828526729
0,1.040,0.376,1.254,0.965,-32.0
0,4.897,2.899,7.326,5.788,-121.08010665230542
0,4.126,1.583,4.403,1.966,-32.0
0,3.275,1.718,4.028,3.516,-99.65784284662088
0,3.301,1.620,4.540,3.596,-52.0
0,4.652,2.059,5.327,2.659,-30.0
0,2.850,1.301,3.493,2.286,-76.0782000346155
0,2.226,0.989,2.968,1.794,-60.22857502740394
0,3.620,2.097,3.811,2.697,-96.0
0,4.396,2.693,6.240,4.377,-53.88872502451932
0,4.270,2.030,6.007,3.946,-42.79398751947122
0,1.468,0.621,1.643,0.927,-3.0
0,3.432,2.605,5.591,5.204,-62.0
0,3.813,2.425,4.276,3.075,-67.3359147517335
0,3.921,3.728,6.259,5.457,-21.0
0,3.079,1.580,4.178,2.923,-30.0
0,4.479,3.412,7.783,7.564,-61.76180828526729
0,1.942,0.266,2.233,0.418,5.614709844115208
0,3.586,2.357,3.927,2.614,-38.0
0,2.948,0.964,3.358,1.602,-16.0
0,4.204,2.706,4.513,3.166,-35.0
0,1.445,0.329,1.766,1.556,-3.0
0,3.324,1.557,4.235,2.834,-34.86917501586544
0,5.814,5.013,10.380,9.459,-37.0
0,1.003,0.359,1.297,0.851,3.1699250014423126
0,5.144,2.903,7.404,5.095,-67.20902501875005
0,7.904,6.733,12.926,12.841,-80.13383752235583
0,1.728,0.926,1.788,1.092,-4.643856189774724
0,5.589,5.109,7.863,7.989,-123.0
0,3.714,2.042,6.778,5.278,-64.0
0,2.269,1.975,2.791,2.819,-37.0
0,1.606,0.242,1.994,1.162,-12.0
0,3.422,1.297,3.683,1.696,-38.03910001730775
0,1.831,0.546,1.931,0.981,-30.880904142633646
0,1.679,1.121,2.300,1.863,-29.0
0,1.668,1.101,2.306,1.910,-29.0
0,5.477,3.586,6.625,6.236,-36.18947501009619
0,2.957,1.137,3.701,1.392,-21.0
0,2.140,0.540,2.783,0.872,-22.0
0,0.956,0.216,1.021,0.366,-21.0
0,2.669,1.080,3.490,1.996,0.0
0,5.168,2.693,5.655,3.022,-81.41329273967052
0,1.888,1.522,3.145,3.261,-45.96391252091353
0,2.962,1.953,3.350,2.295,-14.0
0,5.092,2.728,6.738,5.446,-34.0
0,3.836,3.540,4.652,4.543,-74.0
0,1.978,0.881,2.406,1.467,-23.0
0,5.829,4.224,7.913,6.781,-99.65784284662088
0,3.942,2.156,6.078,5.312,-32.0
0,5.495,3.410,17.966,16.847,-144.5549520375152
0,3.038,1.207,3.968,2.110,-32.0
0,3.271,2.523,4.336,4.395,-82.0
0,5.074,3.251,6.636,5.773,-90.55519570060713
0,0.533,0.237,0.630,0.641,-33.0
0,0.570,0.231,0.885,0.724,-5.614709844115208
0,4.048,1.525,4.180,1.714,-53.88872502451932
0,1.856,0.796,2.838,2.211,-22.18947501009619
0,2.689,2.753,4.057,3.648,-54.0
0,2.834,1.588,2.874,1.661,-42.79398751947122
0,0.915,0.358,1.023,0.511,-12.965784284662089
0,2.923,1.640,3.555,2.281,-76.62362713128296
0,0.834,0.317,0.959,0.408,-11.60964047443681
0,4.568,2.698,8.499,7.869,-74.96391252091352
0,1.088,0.267,1.282,0.666,1.5849625007211563
0,2.738,1.201,3.856,2.965,-37.0
0,2.896,1.407,3.798,3.077,-37.0
0,3.385,1.508,4.709,2.645,-37.0
0,4.666,3.170,6.593,5.615,-18.0
0,1.385,0.362,1.565,0.823,5.0
0,3.517,1.513,4.169,2.470,-39.0
0,,,,,-92.87712379549448
0,4.396,2.385,6.247,4.964,-55.726274277296696
0,3.700,1.870,3.935,2.668,-27.0
0,4.089,2.083,5.540,3.230,-26.0
0,0.845,0.196,0.895,0.231,12.0
0,4.831,2.570,4.983,3.018,-64.62406251802891
0,2.555,2.067,3.359,3.154,-36.45413751658659
0,3.476,2.408,4.507,4.280,-41.20902501875006
0,4.423,1.531,4.623,1.690,-22.0
0,4.631,3.409,8.809,8.063,-68.0
0,3.845,2.104,5.850,4.157,-120.0
0,6.869,5.230,11.584,10.308,-118.30376252379817
0,1.416,0.042,1.976,1.429,-28.0
0,5.404,3.399,6.869,5.516,-95.45006734995854
0,4.397,2.374,6.149,3.875,-87.8887250245193
0,3.151,2.813,3.877,3.959,-33.0
0,4.423,3.318,5.594,5.128,-53.40434618240933
0,4.299,2.804,6.587,5.873,-58.64361252668278
0,4.025,2.800,6.605,3.811,-38.03910001730775
0,4.132,2.571,7.013,4.488,-42.0
0,3.315,1.778,4.175,2.612,1.0
0,2.734,2.591,4.716,4.536,-23.0
0,3.401,2.088,4.155,2.952,-50.718800023077
0,5.664,2.433,5.927,3.197,-108.56842503028855
0,2.373,1.732,3.431,2.993,-51.082418087521965
0,4.137,3.123,5.941,6.095,-50.0
0,3.543,2.113,5.937,5.401,-41.20902501875006
0,5.854,4.556,10.956,9.370,-152.29419688230416
0,2.367,1.225,2.645,1.451,-24.0
0,4.102,1.684,4.165,1.879,-30.11428751370197
0,1.337,0.626,1.843,1.109,-15.0
0,3.292,1.419,3.946,2.800,-2.0
0,1.308,0.838,1.594,1.223,-14.0
0,1.717,0.786,3.850,3.160,-33.0
0,2.136,1.494,3.050,2.477,-55.726274277296696
0,5.118,2.234,7.915,4.729,-22.0
0,5.121,4.153,7.326,6.276,-98.22857502740393
0,3.722,2.272,4.651,4.113,-16.0
0,5.153,2.797,6.436,3.818,-90.0
0,3.807,2.339,4.776,3.784,-44.37895002019238
0,6.559,4.657,7.308,6.244,-122.11451069865605
0,3.399,2.246,4.700,3.429,-28.529325012980813
0,1.236,0.483,1.420,1.091,-56.14709844115208
0,5.830,4.547,9.877,10.053,-108.56842503028855
0,7.656,6.279,12.624,11.255,-88.0
